name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
crustle,1.4,PU,BW,1,3,0,2,0,0,2,-1,3,0,0,0,0,2,5,0,0,0,0,2,17,15,9,8,6,2,9,9,6,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,57.14285714,57.14285714,0,ZU,0,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,Iwapalaceイワパレス,50.0,558,65,75,45,bug,rock,200.0,5,0,"Earthquake, Shell Smash, Spikes, Stealth Rock, Stone Edge, X-Scissor",0.00012,Smogon_VGC_Usage_2022,bug,rock,sturdy,shell-armor,weak-armor
cryogonal,1.1,PU,BW,1,4,0,1,0,0,1,-3,0,1,0,0,0,2,2,2,0,1,0,2,8,8,5,4,4,1,5,5,2,1,7,5,4,3,2,2,2,5,5,5,5,3,2,2,1,1,1,2,0,1,1,1,1,1,0,95.45454545,95.45454545,0,ZU,0,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,,615,95,135,105,ice,,148.0,5,0,"Defog, Freeze-Dry, Knock Off, Rapid Spin, Recover, Toxic",0.09,Worlds_VGC_Usage_2024,ice,No_type,levitate,No_ability,None 
victini,0.4,OU,BW,5,5,0,7,0,0,2,2,0,0,0,0,3,0,3,1,0,0,0,2,12,9,6,3,2,2,6,6,6,2,21,21,21,21,19,14,10,10,10,10,10,8,5,5,4,1,1,3,1,1,0,0,0,0,0,1.0,0.0,1,OU,5,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,Victiniビクティニ,,494,100,100,100,psychic,fire,4.0,5,1,"Bolt Strike, Glaciate, U-turn, V-create",,,psychic,fire,victory-star,No_ability,None 
liepard,1.1,PU,BW,1,3,0,2,0,1,1,3,0,0,0,0,3,2,4,3,0,0,0,0,12,9,6,5,2,0,11,11,6,2,6,6,6,5,2,1,0,5,5,5,5,4,2,1,1,1,1,3,0,1,1,1,1,1,0,87.5,87.5,0,ZU,0,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,50.0,510,88,50,106,dark,,37.5,5,0,"Attract, Copycat, Dark Pulse, Encore, Foul Play, Knock Off, Nasty Plot, Play Rough, Substitute, U-turn",0.29312,Smogon_VGC_Usage_2022,dark,No_type,limber,unburden,prankster
musharna,1.1,PU,BW,1,3,0,2,0,0,1,-1,0,0,0,2,0,0,3,0,0,1,0,2,5,5,3,1,0,0,3,3,3,1,9,9,8,8,8,6,4,6,6,6,6,5,2,2,2,1,1,3,0,1,0,0,0,0,0,27.27272727,27.27272727,0,ZU,0,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,50.0,518,107,95,29,psychic,,60.5,5,0,"Calm Mind, Future Sight, Healing Wish, Hypnosis, Moonblast, Moonlight, Psyshock",8e-05,Smogon_VGC_Usage_2022,psychic,No_type,forewarn,synchronize,telepathy
swoobat,0.9,PU,BW,1,5,0,2,1,1,2,3,0,1,0,0,3,2,4,0,2,1,0,1,11,9,7,2,1,1,5,5,3,2,8,8,8,8,8,5,2,7,7,7,7,5,2,2,2,1,1,3,0,1,1,0,0,0,0,50.0,50.0,1,ZU,0,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,50.0,528,77,55,114,psychic,flying,10.5,5,0,"Calm Mind, Heat Wave, Roost, Stored Power, Substitute",0.00216,Smogon_VGC_Usage_2022,psychic,flying,unaware,klutz,simple
excadrill,0.7,Uber,BW,6,4,0,7,1,2,2,13,2,1,0,0,0,0,4,0,0,0,0,5,17,14,8,6,4,1,10,10,7,1,6,5,5,4,4,3,1,5,5,5,5,5,3,3,3,2,1,1,0,1,1,1,1,0,0,76.92307692,76.92307692,0,OU,5,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,50.0,530,50,65,88,ground,steel,40.4,5,0,"Earthquake, Iron Head, Rapid Spin, Stealth Rock, Swords Dance, Toxic",2.04,Worlds_VGC_Usage_2024,ground,steel,sand-rush,sand-force,mold-breaker
audino,1.1,PU,BW,1,1,0,0,0,1,1,3,0,0,0,3,0,2,3,0,2,2,0,2,14,11,8,3,0,0,9,9,9,2,14,13,13,12,10,8,7,8,8,8,8,8,5,4,1,1,1,3,0,1,1,1,1,1,1,100.0,14.28571429,0,ZU,0,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,50.0,531,80,126,50,normal,,31.0,5,0,"Encore, Heal Bell, Knock Off, Protect, Toxic, Wish",0.00778,Smogon_VGC_Usage_2022,normal,No_type,healer,regenerator,klutz
conkeldurr,1.4,OU,BW,5,3,0,3,0,0,1,0,0,1,0,0,0,2,5,2,2,0,0,0,26,17,14,8,5,3,9,9,8,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,50.0,0,UU,4,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,75.4,534,55,65,45,fighting,,87.0,5,0,"Close Combat, Facade, Knock Off, Mach Punch",0.41986,Smogon_VGC_Usage_2023,fighting,No_type,guts,sheer-force,iron-fist
throh,1.3,PU,BW,1,3,0,3,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,23,17,14,9,5,3,10,10,9,2,2,2,2,2,1,1,0,2,2,2,2,1,1,1,1,0,0,2,0,1,1,1,1,1,1,100.0,76.92307692,0,ZU,0,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,100.0,538,30,85,45,fighting,,55.5,5,0,"Bulk Up, Circle Throw, Earthquake, Knock Off, Poison Jab, Rest, Sleep Talk, Storm Throw, Substitute, Superpower",,,fighting,No_type,guts,inner-focus,mold-breaker
sawk,1.4,PU,BW,1,3,0,3,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,21,14,12,8,4,3,11,11,10,2,2,2,2,2,1,1,0,2,2,2,2,1,1,1,1,0,0,2,0,1,1,1,1,0,0,76.92307692,76.92307692,0,ZU,0,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,100.0,539,30,75,85,fighting,,51.0,5,0,"Close Combat, Earthquake, Knock Off, Poison Jab",,,fighting,No_type,sturdy,inner-focus,mold-breaker
lilligant,1.1,PU,BW,1,5,0,4,0,0,1,-1,0,0,0,2,0,0,5,0,2,1,0,5,3,3,2,2,1,1,2,2,2,1,4,4,4,4,3,2,1,4,4,4,4,4,3,2,2,1,1,4,0,1,1,0,0,0,0,63.63636364,63.63636364,0,ZU,0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,Dredearドレディア,0.0,549,110,75,90,grass,,16.3,5,0,"Giga Drain, Healing Wish, Leaf Storm, Nature Power, Pollen Puff, Quiver Dance, Sleep Powder",1.45476,Smogon_VGC_Usage_2023,grass,No_type,chlorophyll,own-tempo,leaf-guard
basculin,1.0,PU,BW,1,2,0,4,0,0,1,2,0,0,0,0,3,0,3,2,0,0,0,0,15,13,8,7,5,1,9,8,7,3,7,5,5,5,5,4,3,4,4,4,4,3,1,1,0,0,0,2,0,1,1,1,1,1,1,100.0,76.92307692,0,ZU,0,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,Bassraoバスラオ,50.0,550,80,55,98,water,,18.0,5,0,"Aqua Jet, Flip Turn, Hydro Pump, Ice Beam, Liquidation, Psychic Fangs, Superpower, Toxic",8e-05,Smogon_VGC_Usage_2023,water,No_type,reckless,adaptability,mold-breaker
krokorok,1.0,PU,BW,1,6,0,4,0,2,2,6,2,0,0,0,0,2,2,0,0,0,0,0,25,16,8,5,4,2,11,11,7,2,6,6,6,5,4,2,1,5,5,5,5,4,0,0,0,0,0,2,0,1,1,1,1,0,0,75.0,75.0,0,ZU,0,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,Waruvileワルビル,50.0,552,45,45,74,ground,dark,33.4,5,0,"Earthquake, Knock Off, Stealth Rock, Stone Edge, Taunt",,,ground,dark,intimidate,moxie,anger-point
darmanitan,1.3,RU,BW,3,3,0,6,0,0,1,3,0,0,0,0,3,0,3,0,0,0,0,1,24,16,11,7,5,3,8,8,8,3,11,11,11,11,8,7,5,4,4,4,4,4,4,4,4,1,1,3,0,1,1,0,0,0,0,50.0,50.0,0,RU,3,"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,50.0,555,140,105,55,fire,fire,92.9,5,0,"Earthquake, Flare Blitz, Rock Slide, Toxic, Trick, U-turn",0.00235,Smogon_VGC_Usage_2022,fire,No_type,sheer-force,No_ability,zen-mode
scrafty,1.1,NU,BW,2,2,1,2,1,1,2,4,0,0,0,0,0,2,4,1,2,0,0,0,32,24,19,14,8,2,12,12,12,4,6,6,6,5,3,2,1,6,6,6,6,5,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,75.0,0,PU,1,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,Zuruzukinズルズキン,50.0,560,45,115,58,dark,fighting,30.0,5,0,"Bulk Up, Close Combat, Dragon Dance, Drain Punch, High Jump Kick, Iron Head, Knock Off, Rest",0.05289,Smogon_VGC_Usage_2022,dark,fighting,shed-skin,moxie,intimidate
sigilyph,1.4,RU,BW,3,5,0,2,1,1,2,3,0,1,0,0,0,0,3,0,0,1,0,1,6,5,3,1,0,0,6,6,3,2,15,13,12,12,11,7,4,12,12,12,12,9,2,2,2,1,1,3,0,1,1,1,1,1,1,100.0,0.0,0,RU,3,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,Symbolerシンボラー,50.0,561,103,80,97,psychic,flying,14.0,5,0,"Calm Mind, Defog, Heat Wave, Psychic, Roost",0.00997,Smogon_VGC_Usage_2022,psychic,flying,wonder-skin,magic-guard,tinted-lens
cofagrigus,1.7,PU,BW,1,2,0,2,0,2,1,8,1,0,1,0,0,2,4,0,0,0,0,0,7,5,3,2,2,1,5,5,4,2,8,8,7,7,6,3,1,7,6,6,6,5,2,1,1,1,1,3,0,1,0,0,0,0,0,1.0,0.0,1,ZU,0,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,Desukarnデスカーン,50.0,563,95,105,30,ghost,,76.5,5,0,"Body Press, Iron Defense, Rest, Shadow Ball, Toxic Spikes",0.05676,Smogon_VGC_Usage_2022,ghost,No_type,mummy,No_ability,None 
carracosta,1.2,PU,BW,1,3,1,4,1,0,2,1,2,0,0,0,0,2,5,2,0,0,0,5,17,15,11,9,7,2,8,8,8,2,11,8,7,6,6,5,3,6,6,6,6,5,4,4,2,1,1,1,0,1,1,1,1,1,0,83.33333333,83.33333333,0,ZU,0,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,Abagouraアバゴーラ,88.1,565,83,65,32,water,rock,81.0,5,0,"Aqua Jet, Hydro Pump, Liquidation, Shell Smash, Stone Edge",0.00032,Smogon_VGC_Usage_2022,water,rock,solid-rock,sturdy,swift-swim
archeops,1.4,PU,BW,1,5,0,5,0,1,2,4,2,1,0,0,3,2,3,1,0,1,0,0,20,18,12,10,5,2,11,11,9,4,6,5,5,5,4,3,0,7,7,7,7,5,2,2,2,1,1,3,0,1,0,0,0,0,0,1.0,0.0,1,PU,1,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,Archeosアーケオス,88.1,567,112,65,110,rock,flying,32.0,5,0,"Dual Wingbeat, Earthquake, Head Smash, Roost, Stealth Rock, Stone Edge, Taunt, U-turn",0.00348,Smogon_VGC_Usage_2022,rock,flying,defeatist,No_ability,None 
garbodor,1.9,NU,BW,2,2,0,5,0,0,1,3,3,0,0,0,0,1,3,0,2,0,0,1,12,10,6,5,3,0,8,8,5,2,8,8,7,7,7,6,4,7,6,6,6,6,3,3,3,1,1,2,0,1,1,1,1,1,1,100.0,40.0,0,ZU,0,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,Dustdasダストダス,50.0,569,60,82,75,poison,,107.3,5,0,"Corrosive Gas, Gunk Shot, Spikes, Stomping Tantrum, Toxic",2e-05,Smogon_VGC_Usage_2022,poison,No_type,stench,weak-armor,aftermath
zoroark,1.6,NU,BW,2,3,0,2,0,1,1,3,0,0,0,0,3,2,4,2,0,0,0,0,11,7,3,2,1,0,7,7,4,1,10,10,10,9,6,5,2,7,7,7,7,7,2,2,2,1,1,3,0,1,0,0,0,0,0,1.0,0.0,1,NU,2,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,Zoroarkゾロアーク,88.1,571,120,60,105,dark,,81.1,5,0,"Dark Pulse, Flamethrower, Nasty Plot, Sludge Bomb, Sucker Punch, Throat Chop, Trick, U-turn",0.03047,Smogon_VGC_Usage_2022,dark,No_type,illusion,No_ability,None 
cinccino,0.5,PU,BW,1,1,0,0,0,1,1,3,0,0,0,0,3,2,3,3,0,0,0,2,10,8,7,5,3,1,10,8,7,2,6,6,6,6,4,3,2,5,4,4,4,4,3,3,2,1,1,3,0,1,1,1,1,1,1,100.0,54.54545455,0,ZU,0,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,Chillaccinoチラチーノ,24.6,573,65,60,115,normal,,7.5,5,0,"Bullet Seed, Knock Off, Tail Slap, Triple Axel, U-turn",0.01714,Smogon_VGC_Usage_2024,normal,No_type,cute-charm,technician,skill-link
reuniclus,1.0,UU,BW,4,3,0,2,0,0,1,-1,0,0,0,0,0,2,3,0,2,2,0,2,14,11,9,4,1,0,9,8,8,3,13,13,11,11,9,5,2,8,7,7,7,7,4,4,3,1,1,3,0,1,1,1,1,1,1,100.0,40.0,0,RU,3,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1.0,110,Lanculusランクルス,50.0,579,125,85,30,psychic,,20.1,5,0,"Calm Mind, Focus Blast, Future Sight, Knock Off, Psyshock, Recover, Shadow Ball",0.08821,Smogon_VGC_Usage_2024,psychic,No_type,overcoat,magic-guard,regenerator
escavalier,1.0,NU,BW,2,0,1,7,1,1,2,11,0,0,0,0,0,2,4,0,2,0,0,0,12,9,5,5,4,1,9,9,7,3,5,5,4,3,3,2,1,6,6,5,5,5,3,3,3,2,1,2,0,1,0,0,0,0,0,40.0,40.0,0,NU,2,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1.0,70,Chevargoシュバルゴ,50.0,589,60,105,20,bug,steel,33.0,5,0,"Close Combat, Iron Head, Knock Off, Protect, Swords Dance, Toxic",0.04285,Smogon_VGC_Usage_2022,bug,steel,swarm,shell-armor,overcoat
amoonguss,0.6,Uber,BW,6,4,0,4,1,0,2,2,0,0,0,0,0,0,3,0,2,2,0,2,6,5,3,2,1,0,6,4,4,1,6,6,6,6,5,4,1,5,5,5,5,4,1,1,1,1,1,5,0,1,1,1,1,1,1,100.0,66.66666667,0,UU,4,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,50.0,591,85,80,30,grass,poison,10.5,5,0,"Foul Play, Giga Drain, Sludge Bomb, Spore",27.2443,Smogon_VGC_Usage_2023,grass,poison,effect-spore,No_ability,regenerator
jellicent,2.2,PU,BW,1,4,0,6,0,2,2,10,0,0,1,0,0,0,2,0,2,2,0,1,3,3,2,2,2,1,4,3,3,2,17,16,15,14,14,10,8,10,10,10,10,9,4,3,2,2,2,3,0,1,1,1,0,0,0,71.42857143,71.42857143,0,ZU,0,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,50.0,593,85,105,60,water,ghost,135.0,5,0,"Hex, Recover, Taunt, Toxic, Will-O-Wisp",0.38214,Smogon_VGC_Usage_2022,water,ghost,water-absorb,cursed-body,damp
galvantula,0.8,PU,BW,1,2,0,4,0,0,2,2,4,0,0,0,3,0,3,2,2,0,0,2,9,8,5,5,2,0,6,6,6,1,7,7,5,5,5,3,2,4,4,4,4,4,2,2,1,1,1,3,0,1,1,1,1,1,1,100.0,18.18181818,0,PU,1,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,50.0,596,97,60,108,bug,electric,14.3,5,0,"Bug Buzz, Energy Ball, Sticky Web, Thunder, Volt Switch",0.01135,Smogon_VGC_Usage_2024,bug,electric,compound-eyes,unnerve,swarm
ferroseed,0.6,PU,BW,1,1,1,8,1,1,2,11,3,0,0,0,0,2,3,0,2,0,0,1,11,9,6,4,3,0,8,6,4,2,4,4,4,3,2,1,1,5,5,4,4,3,1,1,1,1,0,3,0,1,1,1,1,0,0,80.0,80.0,0,ZU,0,['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,50.0,597,24,86,10,grass,steel,18.8,5,0,"Bullet Seed, Giga Drain, Knock Off, Spikes, Stealth Rock, Thunder Wave",,,grass,steel,iron-barbs,No_ability,None 
klinklang,0.6,PU,BW,1,3,0,10,0,1,1,11,0,0,0,0,3,0,4,0,0,0,0,2,3,3,1,1,0,0,5,5,3,2,6,6,6,5,4,2,1,4,4,4,4,4,3,3,3,2,1,3,1,1,1,0,0,0,0,64.28571429,64.28571429,0,ZU,0,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,,601,70,85,90,steel,,81.0,5,0,"Gear Grind, Magnet Rise, Shift Gear, Substitute, Toxic, Wild Charge",,,steel,No_type,plus,minus,clear-body
beheeyem,1.0,PU,BW,1,3,0,2,0,0,1,-1,0,0,0,0,1,0,4,0,0,1,0,1,5,4,2,1,0,0,6,5,3,1,11,11,10,10,8,5,3,7,7,7,7,7,2,2,2,1,1,3,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1.0,75,Ohbemオーベム,50.0,606,125,95,40,psychic,,34.5,5,0,"Future Sight, Nasty Plot, Psychic, Psyshock, Recover, Shadow Ball, Teleport, Thunderbolt, Trick Room",,,psychic,No_type,telepathy,synchronize,analytic
fraxure,1.0,PU,BW,1,3,0,4,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,20,14,10,8,2,0,12,12,9,3,2,2,2,2,1,1,1,4,4,4,4,1,1,1,1,0,0,2,0,1,1,1,1,0,0,76.92307692,76.92307692,0,ZU,0,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,Onondoオノンド,50.0,611,40,50,67,dragon,,36.0,5,0,"Dragon Claw, Dragon Dance, First Impression, Outrage, Poison Jab, Scale Shot, Stomping Tantrum, Superpower, Swords Dance",,,dragon,No_type,rivalry,mold-breaker,unnerve
haxorus,1.8,UU,BW,4,3,0,4,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,26,18,14,11,4,2,13,13,10,3,6,6,6,5,3,2,1,7,7,7,7,4,3,3,3,1,1,2,0,1,1,1,1,0,0,76.92307692,76.92307692,0,UU,4,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,50.0,612,60,70,97,dragon,,105.5,5,0,"Close Combat, Dragon Dance, Earthquake, Outrage, Poison Jab",0.07952,Smogon_VGC_Usage_2022,dragon,No_type,rivalry,mold-breaker,unnerve
accelgor,0.8,PU,BW,1,3,0,3,0,0,1,0,3,0,0,0,3,2,4,1,2,1,0,1,5,4,0,0,0,0,2,2,1,1,7,6,5,5,5,4,2,6,6,6,6,5,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,85.71428571,0,ZU,0,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,50.0,617,100,60,145,bug,,25.3,5,0,"Bug Buzz, Energy Ball, Focus Blast, Knock Off, Sludge Bomb, Spikes, U-turn",0.02835,Smogon_VGC_Usage_2022,bug,No_type,hydration,sticky-hold,unburden
